epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
150,547.965,0.71536,0.50199,0.86625,0.96374,0.94781,0.98327,0.87617,0.52424,0.35582,0.81402,0.00578543,0.00578543,0.00578543
151,551.751,0.74701,0.52014,0.86816,0.94499,0.92016,0.97488,0.86196,0.52201,0.38344,0.81662,0.00575714,0.00575714,0.00575714
152,555.691,0.73089,0.51222,0.86439,0.95388,0.94499,0.98254,0.8663,0.52913,0.36217,0.81884,0.00572886,0.00572886,0.00572886
153,559.464,0.72109,0.50358,0.86491,0.95843,0.91372,0.97687,0.84782,0.58989,0.38156,0.82606,0.00570057,0.00570057,0.00570057
154,563.236,0.75399,0.52068,0.86575,0.96288,0.94769,0.98534,0.87,0.51731,0.35133,0.8173,0.00567229,0.00567229,0.00567229
155,566.927,0.7208,0.50524,0.86496,0.96686,0.95584,0.98639,0.87737,0.5118,0.34494,0.81517,0.005644,0.005644,0.005644
156,570.642,0.75633,0.53293,0.86787,0.944,0.92515,0.97341,0.855,0.53179,0.3826,0.81775,0.00561571,0.00561571,0.00561571
157,574.463,0.74444,0.52689,0.86796,0.92178,0.92978,0.97274,0.86409,0.50927,0.37173,0.81544,0.00558743,0.00558743,0.00558743
158,578.137,0.7314,0.51318,0.86682,0.93045,0.93675,0.97348,0.86603,0.51729,0.36883,0.81562,0.00555914,0.00555914,0.00555914
159,581.97,0.72205,0.51319,0.86114,0.96804,0.92958,0.98236,0.87071,0.51447,0.36562,0.81552,0.00553086,0.00553086,0.00553086
160,585.964,0.7091,0.50117,0.8579,0.9593,0.93332,0.97987,0.87001,0.52827,0.37272,0.8171,0.00550257,0.00550257,0.00550257
161,589.688,0.7115,0.50669,0.86033,0.95867,0.95573,0.98532,0.8772,0.51126,0.35021,0.81305,0.00547429,0.00547429,0.00547429
162,593.388,0.71253,0.49284,0.86013,0.94012,0.93736,0.97984,0.87262,0.51199,0.36078,0.81395,0.005446,0.005446,0.005446
163,597.117,0.70679,0.48974,0.85768,0.95012,0.94328,0.98269,0.86988,0.52438,0.36121,0.81737,0.00541771,0.00541771,0.00541771
164,600.833,0.71941,0.49609,0.85938,0.93078,0.91895,0.97023,0.86245,0.50552,0.36934,0.8125,0.00538943,0.00538943,0.00538943
165,604.616,0.70726,0.49093,0.85708,0.96424,0.94997,0.9851,0.87803,0.51727,0.34697,0.81428,0.00536114,0.00536114,0.00536114
166,608.406,0.71703,0.49404,0.86185,0.97793,0.94366,0.98787,0.86768,0.54526,0.35882,0.82053,0.00533286,0.00533286,0.00533286
167,612.149,0.71245,0.49042,0.8559,0.95872,0.93645,0.97857,0.86132,0.5303,0.36371,0.81857,0.00530457,0.00530457,0.00530457
168,616.041,0.70577,0.48906,0.86112,0.9653,0.92482,0.98342,0.87896,0.51115,0.34951,0.81417,0.00527629,0.00527629,0.00527629
169,619.73,0.70493,0.4876,0.85745,0.96481,0.94392,0.98277,0.87872,0.49993,0.34801,0.81178,0.005248,0.005248,0.005248
170,623.487,0.71638,0.49796,0.85995,0.96075,0.94869,0.97953,0.86775,0.51611,0.36194,0.81722,0.00521971,0.00521971,0.00521971
171,627.163,0.69991,0.49109,0.8591,0.95293,0.95781,0.98089,0.87526,0.507,0.34773,0.81239,0.00519143,0.00519143,0.00519143
172,630.922,0.70595,0.49695,0.86001,0.95002,0.96378,0.98596,0.87691,0.50664,0.3473,0.81231,0.00516314,0.00516314,0.00516314
173,634.701,0.71179,0.49532,0.86032,0.94792,0.92599,0.96726,0.86042,0.50912,0.37588,0.81237,0.00513486,0.00513486,0.00513486
174,638.505,0.72051,0.5006,0.86095,0.93638,0.91375,0.96191,0.85477,0.51249,0.38901,0.81374,0.00510657,0.00510657,0.00510657
175,642.318,0.70467,0.48729,0.85597,0.95351,0.9395,0.97617,0.86497,0.52219,0.36973,0.81594,0.00507829,0.00507829,0.00507829
176,646.162,0.72923,0.49694,0.86191,0.95424,0.94973,0.98479,0.87174,0.5244,0.35126,0.81419,0.00505,0.00505,0.00505
177,649.941,0.71186,0.48579,0.85905,0.94968,0.95501,0.98475,0.87865,0.51188,0.33972,0.8123,0.00502171,0.00502171,0.00502171
178,653.78,0.69738,0.47867,0.85705,0.95856,0.94435,0.98406,0.88181,0.49848,0.33924,0.81174,0.00499343,0.00499343,0.00499343
179,657.605,0.70851,0.48425,0.85891,0.9802,0.95372,0.98773,0.88031,0.50524,0.34462,0.81254,0.00496514,0.00496514,0.00496514
180,661.44,0.70969,0.48454,0.85943,0.96338,0.95837,0.98579,0.876,0.51807,0.35146,0.81458,0.00493686,0.00493686,0.00493686
181,665.479,0.70306,0.47828,0.85373,0.97412,0.96252,0.98841,0.88273,0.50549,0.32435,0.8127,0.00490857,0.00490857,0.00490857
182,669.333,0.70456,0.48962,0.85944,0.9704,0.95991,0.98792,0.88443,0.50258,0.32734,0.8121,0.00488029,0.00488029,0.00488029
183,673.272,0.69313,0.4846,0.85629,0.96164,0.94907,0.98461,0.88043,0.50661,0.34131,0.81318,0.004852,0.004852,0.004852
